ScGl_data_id,Site,Year,Tag,Transect,X-coord(m),Y-coord(m),Degrees,Direction,Height(cm),Width(cm),Fl,Br,Minis,PhotoNumber,Comments,X_coord_old,Y_coord_old
9590,Pond,2014,716.15,4,0.35,3.79,,,1.7,1.8,n,n,,,,0,0
3124,Pond,2012,719,4,-0.11,1.1,240,2.2,1.8,2.6,n,n,,,,0,0
7106,Pond,2013,719,4,-0.11,1.1,240,2.2,2.4,3.3,n,n,,,"dead spine still there",0,0
9022,Pond,2014,719,4,-0.11,1.1,240,2.2,1.8,3.8,n,n,,,"no dead spines",0,0
11036,Pond,2015,719,4,-0.11,1.1,240,2.2,2,4.4,y,n,,,,0,0
11011,Pond,2015,719,4,-0.11,1.1,240,2.2,2,4.4,y,n,,,alive,0,0
9587,Pond,2014,719.01,4,-0.11,1.1,,,2.2,2.7,n,n,,,,0,0
11012,Pond,2015,719.01,4,-0.11,1.1,,,1.3,2.5,n,n,,,,0,0
3123,Pond,2012,720,4,0.66,1.2,222,1.8,4,5.4,y,n,,,,0,0
7107,Pond,2013,720,4,0.66,1.2,222,1.8,3.6,5.6,y,n,,,,0,0
9023,Pond,2014,720,4,0.66,1.2,222,1.8,0,0,n,n,,,dead,0,0
7660,Pond,2013,720.01,4,0.66,1.2,222,1.8,1.3,2.8,n,n,,,,0,0
9024,Pond,2014,720.01,4,0.66,1.2,222,1.8,2.2,3.1,n,n,1,,,0,0
7661,Pond,2013,720.02,4,0.66,1.2,222,1.8,0.9,0.8,n,n,,,,0,0
9025,Pond,2014,720.02,4,0.66,1.2,222,1.8,0.8,0.8,n,n,,,,0,0
7662,Pond,2013,720.03,4,0.66,1.2,222,1.8,1.2,1.2,n,n,,,,0,0
9026,Pond,2014,720.03,4,0.66,1.2,222,1.8,1.5,1.5,n,n,,,,0,0
3128,Pond,2012,721,4,0.92,0,212,2.95,2.2,3.7,n,n,,,,0,0
7102,Pond,2013,721,4,0.92,0,212,2.95,2.1,3.9,n,n,,,,0,0
9014,Pond,2014,721,4,0.92,0,212,2.95,2.5,4,n,n,,,,0,0
3110,Pond,2012,752,4,0.49,3.5,338,0.9,1.3,2.9,n,n,,,,0,0
7120,Pond,2013,752,4,0.49,3.5,338,0.9,1.9,3,n,n,,,,0,0
9040,Pond,2014,752,4,0.49,3.5,338,0.9,1.9,3.3,n,n,,,,0,0
3111,Pond,2012,752.01,4,0.49,3.5,338,0.9,1.1,2.1,n,n,,,,0,0
7111,Pond,2013,752.01,4,0.49,3.5,338,0.9,1.8,2.2,n,n,,,,0,0
9030,Pond,2014,752.01,4,0.49,3.5,338,0.9,1.8,2.6,n,n,,,,0,0
3112,Pond,2012,752.02,4,0.49,3.5,338,0.9,0.9,1.2,n,n,,,,0,0
7121,Pond,2013,752.02,4,0.49,3.5,338,0.9,1.5,1.6,n,n,,,,0,0
9041,Pond,2014,752.02,4,0.49,3.5,338,0.9,1.1,2,n,n,,,,0,0
3094,Pond,2012,754,4,0.2,3.92,342,1.4,2.5,3.5,n,n,,"5152; ",,0,0
7136,Pond,2013,754,4,0.2,3.92,342,1.4,3.3,4.5,y,n,,,,0,0
9057,Pond,2014,754,4,0.2,3.92,342,1.4,2.6,4.7,n,n,,,,0,0
3095,Pond,2012,754.01,4,0.2,3.92,342,1.4,1.6,1.7,n,n,,"5152; ",,0,0
7137,Pond,2013,754.01,4,0.2,3.92,342,1.4,1.9,2.2,n,n,,,,0,0
9058,Pond,2014,754.01,4,0.2,3.92,342,1.4,1.6,2.7,n,n,,,,0,0
3127,Pond,2012,777,4,0.69,0.25,220,2.7,1.7,1.7,n,n,,,dying,0,0
7103,Pond,2013,777,4,0.69,0.25,220,2.7,0,0,n,n,,,dead,0,0
9015,Pond,2014,777,4,0.69,0.25,220,2.7,0,0,n,n,,,dead,0,0
3092,Pond,2012,785,4,0,4.05,342,1.6,1.5,2.5,n,n,,,,0,0
7138,Pond,2013,785,4,0,4.05,342,1.6,2,3.3,y,n,,,,0,0
9059,Pond,2014,785,4,0,4.05,342,1.6,1.5,3.1,n,n,,,,0,0
3093,Pond,2012,785.01,4,0,4.05,342,1.6,1.6,2.8,n,n,,,,0,0
7139,Pond,2013,785.01,4,0,4.05,342,1.6,2.2,2.9,n,n,,,,0,0
9060,Pond,2014,785.01,4,0,4.05,342,1.6,1.6,2.5,n,n,,,,0,0
3125,Pond,2012,786,4,0.07,0.45,235,2.7,2.9,5.6,y,n,,,,0,0
7105,Pond,2013,786,4,0.07,0.45,235,2.7,0,0,n,n,3,,dead,0,0
9021,Pond,2014,786,4,0.07,0.45,235,2.7,0,0,n,n,3,,dead,0,0
3122,Pond,2012,830,4,0.19,1.45,240,2.2,1.4,3.1,n,n,1,,"+1 mini",0,0
7312,Pond,2013,830,4,0.19,1.45,240,2.2,2.1,3.5,y,n,1,,"mini by other 2 small",0,0
9027,Pond,2014,830,4,0.19,1.45,240,2.2,2.2,3.8,y,n,,2,"""2 small"" not on this sheet",0,0
11013,Pond,2015,830,4,0.19,1.45,240,2.2,0,0,n,n,,5516,,0,0
9588,Pond,2014,830.03,4,0.19,1.45,,,1.1,0.8,n,n,,,,0,0
3113,Pond,2012,834,4,0.88,2.53,240,0.48,3.1,5.3,y,n,,"5154; ",,0,0
7115,Pond,2013,834,4,0.88,2.53,240,0.48,3.2,5.5,y,n,,,,0,0
9034,Pond,2014,834,4,0.88,2.53,240,0.48,3.3,5.8,y,n,,,,0,0
3120,Pond,2012,839,4,0.11,1.74,243,1.6,2,2.5,n,n,,,,0,0
7110,Pond,2013,839,4,0.11,1.74,243,1.6,2,2.9,y,n,,,,0,0
9029,Pond,2014,839,4,0.11,1.74,243,1.6,2.8,3.4,n,n,,,,0,0
3119,Pond,2012,840,4,0.12,2.2,240,1.3,2.3,4.4,y,n,,,,0,0
7112,Pond,2013,840,4,0.12,2.2,240,1.3,2.3,4.7,y,n,,,,0,0
9031,Pond,2014,840,4,0.12,2.2,240,1.3,3.2,5.1,y,n,,,,0,0
3089,Pond,2012,842,4,1,4.75,27,1.85,1.4,3.3,n,n,,,,0,0
7145,Pond,2013,842,4,1,4.75,27,1.85,1.5,3.9,y,n,,,,0,0
9066,Pond,2014,842,4,1,4.75,27,1.85,2.1,3.6,n,n,,,,0,0
3116,Pond,2012,843,4,0,2.4,282,1.3,1.8,3.8,n,n,,,,0,0
7113,Pond,2013,843,4,0,2.4,282,1.3,2.8,4.1,y,n,,,,0,0
9032,Pond,2014,843,4,0,2.4,282,1.3,1.7,3.8,n,n,,,,0,0
3114,Pond,2012,846,4,-0.02,2.59,283,1.2,1.9,4.6,y,n,1,,"+1 mini; +1 mini, by primary",0,0
7117,Pond,2013,846,4,-0.02,2.59,283,1.2,2.6,4.3,y,n,1,,,0,0
9036,Pond,2014,846,4,-0.02,2.59,283,1.2,1.8,4.6,n,n,1,,"mini facing pin",0,0
3115,Pond,2012,846.01,4,-0.02,2.59,283,1.2,1.4,2.1,n,n,,,,0,0
7118,Pond,2013,846.01,4,-0.02,2.59,283,1.2,2.2,2.2,n,n,,,,0,0
9037,Pond,2014,846.01,4,-0.02,2.59,283,1.2,1.1,2.4,n,n,,,,0,0
3090,Pond,2012,862,4,0.21,4.35,355,1.7,,,n,n,,,dead,0,0
7140,Pond,2013,862,4,0.21,4.35,355,1.7,0,0,n,n,,dead,,0,0
9061,Pond,2014,862,4,0.21,4.35,355,1.7,0,0,n,n,,,dead,0,0
3091,Pond,2012,862.01,4,0.21,4.35,355,1.7,1.8,2.7,n,n,,,,0,0
7141,Pond,2013,862.01,4,0.21,4.35,355,1.7,1.9,3.5,n,n,,,,0,0
9062,Pond,2014,862.01,4,0.21,4.35,355,1.7,2.3,2.9,n,n,,,,0,0
3181,Pond,2012,862.02,4,0.21,4.35,355,1.7,1.1,1.1,n,n,,,"2cm N of dead, 10cm SW of nail",0,0
7142,Pond,2013,862.02,4,0.21,4.35,355,1.7,1.8,1.5,n,n,,,,0,0
9063,Pond,2014,862.02,4,0.21,4.35,355,1.7,1.2,1.6,n,n,,,,0,0
3081,Pond,2012,864,4,0.9,5.85,27,2.9,2.7,6.9,y,n,,,,0,0
7147,Pond,2013,864,4,0.9,5.85,27,2.9,3.2,7.2,y,n,,,,0,0
9068,Pond,2014,864,4,0.9,5.85,27,2.9,3,7.4,y,n,,,,0,0
3082,Pond,2012,864.01,4,0.9,5.85,27,2.9,2.9,4.6,n,n,,,,0,0
7148,Pond,2013,864.01,4,0.9,5.85,27,2.9,3.2,4.7,n,n,,,,0,0
9069,Pond,2014,864.01,4,0.9,5.85,27,2.9,1.6,4.5,n,n,,,,0,0
3083,Pond,2012,864.02,4,0.9,5.85,27,2.9,3.2,5.7,y,n,,,,0,0
7149,Pond,2013,864.02,4,0.9,5.85,27,2.9,4.8,6.2,y,n,,,,0,0
9070,Pond,2014,864.02,4,0.9,5.85,27,2.9,4.1,6.1,n,n,,,,0,0
3084,Pond,2012,864.03,4,0.9,5.85,27,2.9,2.2,3.5,n,n,,,,0,0
7150,Pond,2013,864.03,4,0.9,5.85,27,2.9,3.4,3.6,n,n,,,,0,0
9071,Pond,2014,864.03,4,0.9,5.85,27,2.9,3.1,4,n,n,,,,0,0
3085,Pond,2012,864.04,4,0.9,5.85,27,2.9,1.2,2.6,n,n,,,,0,0
7146,Pond,2013,864.04,4,0.9,5.85,27,2.9,1.8,3,n,n,,,,0,0
9067,Pond,2014,864.04,4,0.9,5.85,27,2.9,2,3.2,n,n,,,,0,0
3086,Pond,2012,864.05,4,0.9,5.85,27,2.9,1.4,1.7,n,n,,,,0,0
7151,Pond,2013,864.05,4,0.9,5.85,27,2.9,1.5,1.9,n,n,,,,0,0
9072,Pond,2014,864.05,4,0.9,5.85,27,2.9,1.6,2.3,n,n,,,,0,0
3087,Pond,2012,866,4,0.82,4.72,10,1.8,2.6,4.5,n,n,,,,0,0
7143,Pond,2013,866,4,0.82,4.72,10,1.8,2.8,5.2,y,n,,,,0,0
9064,Pond,2014,866,4,0.82,4.72,10,1.8,2.8,5.1,y,n,,,,0,0
3088,Pond,2012,866.01,4,0.82,4.72,10,1.8,2.1,3,n,n,,,,0,0
7144,Pond,2013,866.01,4,0.82,4.72,10,1.8,1.8,3.5,n,n,,,,0,0
9065,Pond,2014,866.01,4,0.82,4.72,10,1.8,1.7,3.6,n,n,,,,0,0
3117,Pond,2012,876,4,0.24,2.42,280,1.05,1.8,4.2,y,n,,,,0,0
7114,Pond,2013,876,4,0.24,2.42,280,1.05,2.4,4.8,y,n,,,,0,0
9033,Pond,2014,876,4,0.24,2.42,280,1.05,1.8,4,n,n,,,,0,0
3118,Pond,2012,883,4,0.06,2.56,277,1.3,2.6,5.8,n,n,1,,"+1 mini",0,0
7116,Pond,2013,883,4,0.06,2.56,277,1.3,3.8,6.3,y,n,1,,,0,0
9035,Pond,2014,883,4,0.06,2.56,277,1.3,3.5,6.8,y,n,1,,,0,0
9589,Pond,2014,1187,4,0,0,,,0,0,n,n,,,gone/dead,0,0
3130,Pond,2012,701,5,0.13,2.05,200,0.9,1.6,2.7,n,n,,,,0,0
7712,Pond,2013,701,5,0.13,2.05,200,0.9,1.5,3.2,n,n,,,,0,0
9076,Pond,2014,701,5,0.13,2.05,200,0.9,1.6,3,n,n,,,,0,0
3131,Pond,2012,701.01,5,0.13,2.05,200,0.9,1.1,1.1,n,n,,,,0,0
7713,Pond,2013,701.01,5,0.13,2.05,200,0.9,1.7,1.8,n,n,,,,0,0
9077,Pond,2014,701.01,5,0.13,2.05,200,0.9,1.6,1.9,n,n,,,"under rock",0,0
3132,Pond,2012,701.02,5,0.13,2.05,200,0.9,1.3,1.7,n,n,,,,0,0
7714,Pond,2013,701.02,5,0.13,2.05,200,0.9,,,n,n,,,dead,0,0
9078,Pond,2014,701.02,5,0.13,2.05,200,0.9,0,0,n,n,,,dead,0,0
3133,Pond,2012,701.03,5,0.13,2.05,200,0.9,,,n,n,,,"formerly .05; bud out of it",0,0
7715,Pond,2013,701.03,5,0.13,2.05,200,0.9,,,n,n,,,dead,0,0
9079,Pond,2014,701.03,5,0.13,2.05,200,0.9,0,0,n,n,,,dead,0,0
3129,Pond,2012,709,5,2.9,1.5,195,1.47,,,n,n,,,dead,0,0
7711,Pond,2013,709,5,2.9,1.5,195,1.47,,,n,n,,,dead,0,0
7313,Pond,2013,709,5,2.9,1.5,195,1.47,0,0,n,n,,,dead,0,0
9075,Pond,2014,709,5,2.9,1.5,195,1.47,0,0,n,n,,,dead,0,0
4072,Pond,2012,709.01,5,2.9,1.5,195,1.47,0.9,0.9,n,n,3,,"W of dead, +3 minis",0,0
7284,Pond,2013,709.01,5,2.9,1.5,195,1.47,0.4,0.6,n,n,,,,0,0
3134,Pond,2012,727,5,0.05,2.15,208,0.8,1.5,3.5,y,n,,,"+3 minis to the NW; ",0,0
7716,Pond,2013,727,5,0.05,2.15,208,0.8,2.5,4.4,y,n,,,,0,0
9080,Pond,2014,727,5,0.05,2.15,208,0.8,2.8,4.7,n,n,1,,"mini 1 cm NW",0,0
3135,Pond,2012,727.01,5,0.05,2.15,208,0.8,1,0.8,n,n,,,"formerly .02",0,0
7717,Pond,2013,727.01,5,0.05,2.15,208,0.8,1.1,1.4,n,n,,,,0,0
9081,Pond,2014,727.01,5,0.05,2.15,208,0.8,1.1,2,n,n,,730,,0,0
3136,Pond,2012,727.02,5,0.05,2.15,208,0.8,1,0.8,n,n,,,"formerly .04; ",0,0
7718,Pond,2013,727.02,5,0.05,2.15,208,0.8,,,,,,,dead,0,0
3137,Pond,2012,727.03,5,0.05,2.15,208,1.7,1,1.1,n,n,,,"formerly .05",0,0
7719,Pond,2013,727.03,5,0.05,2.15,208,1.7,1.2,1,n,n,,,,0,0
9082,Pond,2014,727.03,5,0.05,2.15,208,1.7,1.1,1.1,n,n,1,,,0,0
3138,Pond,2012,727.04,5,0.05,2.15,208,0.8,0.8,0.7,n,n,,,"formerly .06, S of… ?; ",0,0
7720,Pond,2013,727.04,5,0.05,2.15,208,0.8,0.6,1.6,n,n,,,,0,0
9083,Pond,2014,727.04,5,0.05,2.15,208,0.8,0.9,1.1,n,n,,,,0,0
3139,Pond,2012,727.05,5,0.05,2.15,208,0.8,1.1,1.2,n,n,,,"formerly .07; ",0,0
7721,Pond,2013,727.05,5,0.05,2.15,208,0.8,1.3,1.3,n,n,,,,0,0
9084,Pond,2014,727.05,5,0.05,2.15,208,0.8,1.9,1.5,n,n,,,,0,0
3140,Pond,2012,727.06,5,0.05,2.15,208,0.8,0.8,1,n,n,,,"formerly .08; ",0,0
7722,Pond,2013,727.06,5,0.05,2.15,208,0.8,0.6,0.8,n,n,3,,,0,0
9085,Pond,2014,727.06,5,0.05,2.15,208,0.8,1.1,1.1,n,n,5,,,0,0
3141,Pond,2012,836,5,0.48,2.75,144,0.44,1.9,2.7,n,n,,,,0,0
7723,Pond,2013,836,5,0.48,2.75,144,0.44,2,3.4,n,n,,,,0,0
9086,Pond,2014,836,5,0.48,2.75,144,0.44,1.7,3.7,n,n,,,,0,0
3143,Pond,2012,845,5,0.5,3.82,52,0.95,2.6,1.4,n,n,,,"elongated; ",0,0
7725,Pond,2013,845,5,0.5,3.82,52,0.95,3.1,1.7,n,n,,,,0,0
9088,Pond,2014,845,5,0.5,3.82,52,0.95,1.8,2.5,n,n,,,,0,0
3158,Pond,2012,847,5,0.21,4.9,27,2,1.1,2.4,n,n,,,,0,0
7740,Pond,2013,847,5,0.21,4.9,27,2,1,2.7,n,n,0,,,0,0
9100,Pond,2014,847,5,0.21,4.9,27,2,0.7,3,n,n,,,,0,0
3159,Pond,2012,847.01,5,0.21,4.9,27,2,1.5,3.3,n,n,,,,0,0
7741,Pond,2013,847.01,5,0.21,4.9,27,2,1.8,3.2,n,n,0,,,0,0
9101,Pond,2014,847.01,5,0.21,4.9,27,2,1.1,3.1,n,n,,,,0,0
3160,Pond,2012,847.02,5,0.21,4.9,27,2,1.9,5,y,n,,,,0,0
7742,Pond,2013,847.02,5,0.21,4.9,27,2,2.9,5.3,y,n,0,,,0,0
9102,Pond,2014,847.02,5,0.21,4.9,27,2,2.6,4.9,y,n,,,,0,0
3161,Pond,2012,847.03,5,0.21,4.9,27,2,2,4.4,y,n,,,,0,0
7743,Pond,2013,847.03,5,0.21,4.9,27,2,2.2,5.1,y,n,2,,,0,0
9103,Pond,2014,847.03,5,0.21,4.9,27,2,1.8,4.8,y,n,,,"didn't see minis",0,0
3162,Pond,2012,847.04,5,0.21,4.9,27,2,1,1.6,n,n,,,,0,0
7744,Pond,2013,847.04,5,0.21,4.9,27,2,1.2,1.8,n,n,0,,,0,0
9104,Pond,2014,847.04,5,0.21,4.9,27,2,1,1.8,n,n,,,,0,0
3142,Pond,2012,851,5,0.19,3.49,20,0.55,1.7,1.2,n,n,,,,0,0
7724,Pond,2013,851,5,0.19,3.49,20,0.55,1.8,1.4,n,n,,,,0,0
9087,Pond,2014,851,5,0.19,3.49,20,0.55,2.1,1.8,n,n,,,,0,0
3151,Pond,2012,863,5,0.61,4.75,40,1.9,0.9,2.4,n,n,,,"8cm from nail",0,0
7733,Pond,2013,863,5,0.61,4.75,40,1.9,1.3,2.4,n,n,0,,,0,0
9096,Pond,2014,863,5,0.61,4.75,40,1.9,1,2.7,n,n,,,,0,0
3152,Pond,2012,863.01,5,0.61,4.75,40,1.9,1,2.8,n,n,,,,0,0
7734,Pond,2013,863.01,5,0.61,4.75,40,1.9,1.2,3,n,n,0,,,0,0
9097,Pond,2014,863.01,5,0.61,4.75,40,1.9,1,2.5,n,n,,,,0,0
3153,Pond,2012,863.02,5,0.61,4.75,40,1.9,0.9,1.1,n,n,,,,0,0
7735,Pond,2013,863.02,5,0.61,4.75,40,1.9,0.6,1.8,n,n,0,,,0,0
9098,Pond,2014,863.02,5,0.61,4.75,40,1.9,0.5,1.8,n,n,,,submerged,0,0
3154,Pond,2012,863.03,5,0.61,4.75,40,1.9,0.8,1.1,n,n,,,,0,0
7736,Pond,2013,863.03,5,0.61,4.75,40,1.9,0.7,0.9,n,n,0,,,0,0
9099,Pond,2014,863.03,5,0.61,4.75,40,1.9,0,0,n,n,,,gone,0,0
3155,Pond,2012,863.04,5,0.61,4.75,40,1.9,0.3,0.6,n,n,,,"former .05; new?",0,0
7737,Pond,2013,863.04,5,0.61,4.75,40,1.9,,,,,,,"dead
",0,0
3156,Pond,2012,863.05,5,0.61,4.75,40,1.9,0.4,0.8,n,n,,,"former .06; ",0,0
7738,Pond,2013,863.05,5,0.61,4.75,40,1.9,,,,,,,dead,0,0
3157,Pond,2012,863.06,5,0.61,4.75,40,1.9,0.4,0.6,n,n,,,,0,0
7739,Pond,2013,863.06,5,0.61,4.75,40,1.9,,,,,,,dead,0,0
3144,Pond,2012,884,5,0.5,4.1,50,1.25,2.1,6.2,n,n,,,,0,0
7726,Pond,2013,884,5,0.5,4.1,50,1.25,3.5,6.2,y,n,,,,0,0
9089,Pond,2014,884,5,0.5,4.1,50,1.25,3.3,6.3,n,n,,,,0,0
3164,Pond,2012,885,5,0.3,5.35,32,2.4,1.7,4.1,n,n,,,,0,0
7746,Pond,2013,885,5,0.3,5.35,32,2.4,1.6,4.7,n,n,0,,,0,0
9106,Pond,2014,885,5,0.3,5.35,32,2.4,1.9,3.8,n,n,,,,0,0
3165,Pond,2012,885.01,5,0.3,5.35,32,2.4,1.6,4.3,n,n,,,,0,0
7747,Pond,2013,885.01,5,0.3,5.35,32,2.4,3,5,y,n,0,,,0,0
9107,Pond,2014,885.01,5,0.3,5.35,32,2.4,1.7,4.9,n,n,,,,0,0
3145,Pond,2012,894,5,0.38,4.5,38,1.6,2.2,5.1,y,n,,,,0,0
7727,Pond,2013,894,5,0.38,4.5,38,1.6,2.9,5.5,y,n,,,,0,0
9090,Pond,2014,894,5,0.38,4.5,38,1.6,2.8,5.4,n,n,,,,0,0
3146,Pond,2012,894.01,5,0.38,4.5,38,1.6,2.3,4.3,y,n,,,,0,0
7728,Pond,2013,894.01,5,0.38,4.5,38,1.6,3.5,5,y,n,0,,,0,0
9091,Pond,2014,894.01,5,0.38,4.5,38,1.6,3.3,4.9,n,n,,,,0,0
3147,Pond,2012,894.02,5,0.38,4.5,38,1.6,1.4,3.1,n,n,,,,0,0
7729,Pond,2013,894.02,5,0.38,4.5,38,1.6,1.5,3.6,n,n,0,,,0,0
9092,Pond,2014,894.02,5,0.38,4.5,38,1.6,2.2,3.6,n,n,,,,0,0
3148,Pond,2012,894.03,5,0.38,4.5,38,1.6,0.8,1,n,n,,,,0,0
7730,Pond,2013,894.03,5,0.38,4.5,38,1.6,0.7,1.2,n,n,0,,,0,0
9093,Pond,2014,894.03,5,0.38,4.5,38,1.6,0.5,0.8,n,n,,,"almost covered",0,0
3149,Pond,2012,894.04,5,0.38,4.5,38,1.6,0.9,3.6,n,n,,,,0,0
7731,Pond,2013,894.04,5,0.38,4.5,38,1.6,1.5,3.9,n,n,0,,,0,0
9094,Pond,2014,894.04,5,0.38,4.5,38,1.6,1.3,3.1,n,n,,,,0,0
3150,Pond,2012,894.05,5,0.38,4.5,38,1.6,0.9,1.2,n,n,,,,0,0
7732,Pond,2013,894.05,5,0.38,4.5,38,1.6,0.6,0.7,n,n,0,,,0,0
9095,Pond,2014,894.05,5,0.38,4.5,38,1.6,1,1,n,n,,,,0,0
3163,Pond,2012,895,5,0.16,5.1,20,2.2,2.1,5.4,n,n,,,,0,0
7745,Pond,2013,895,5,0.16,5.1,20,2.2,2.6,5.5,y,n,0,,,0,0
9105,Pond,2014,895,5,0.16,5.1,20,2.2,1.8,5.7,n,n,,,"doesn't look good",0,0
3183,Pond,2012,759,6,0.18,0.4,190,2.8,1.3,3.1,n,n,,,,0,0
7152,Pond,2013,759,6,0.18,0.4,190,2.8,0.7,3.1,n,n,,,,0,0
9113,Pond,2014,759,6,0.18,0.4,190,2.8,0,0,n,n,,,dead,0,0
3194,Pond,2012,838,6,0.8,4.45,82,230,3,5.7,n,n,,,,0,0
7154,Pond,2013,838,6,0.8,4.45,82,230,2.3,6,n,n,,,,0,0
9115,Pond,2014,838,6,0.8,4.45,82,230,4.3,6.5,n,n,,,,0,0
3195,Pond,2012,841,6,0.7,4.75,72,2.4,1,1.6,n,n,,,,0,0
7165,Pond,2013,841,6,0.7,4.75,72,2.4,0,0,n,n,1,,"still dead",0,0
9126,Pond,2014,841,6,0.7,4.75,72,2.4,0,0,n,n,,,dead,0,0
3196,Pond,2012,841.01,6,0.7,4.75,72,2.4,1,1.05,n,n,,,"closest to tag",0,0
7166,Pond,2013,841.01,6,0.7,4.75,72,2.4,1,1.8,n,n,,,,0,0
9127,Pond,2014,841.01,6,0.7,4.75,72,2.4,1.2,2.3,n,n,,,,0,0
3197,Pond,2012,841.02,6,0.7,4.75,72,2.4,0.75,0.4,n,n,,,"farthest from tag",0,0
7167,Pond,2013,841.02,6,0.7,4.75,72,2.4,1.3,0.5,n,n,,,,0,0
9128,Pond,2014,841.02,6,0.7,4.75,72,2.4,0.7,0.6,n,n,,,,0,0
4088,Pond,2012,841.03,6,0.7,4.75,72,2.4,0.5,0.3,n,n,,,"W of primary",0,0
7168,Pond,2013,841.03,6,0.7,4.75,72,2.4,0,0,n,n,,,dead,0,0
9129,Pond,2014,841.03,6,0.7,4.75,72,2.4,0,0,n,n,,,dead,0,0
3185,Pond,2012,859,6,0.35,4.5,78,2,1.4,3.7,n,n,7,,,0,0
7155,Pond,2013,859,6,0.35,4.5,78,2,2,4.2,y,n,,,,0,0
9116,Pond,2014,859,6,0.35,4.5,78,2,1.9,4.8,n,n,,,,0,0
11014,Pond,2015,859,6,0.35,4.5,78,2,1.3,3.7,n,n,,,,0,0
3186,Pond,2012,859.01,6,0.35,4.5,78,2,2,4.7,n,n,,,,0,0
7156,Pond,2013,859.01,6,0.35,4.5,78,2,2,5.3,y,n,,,,0,0
9117,Pond,2014,859.01,6,0.35,4.5,78,2,2.5,5.7,n,n,,,,0,0
11015,Pond,2015,859.01,6,0.35,4.5,78,2,2.3,5.7,y,n,,,,0,0
3187,Pond,2012,859.02,6,0.35,4.5,78,2,0.5,0.6,n,n,,,,0,0
7157,Pond,2013,859.02,6,0.35,4.5,78,2,0.5,0.5,n,n,,,,0,0
9118,Pond,2014,859.02,6,0.35,4.5,78,2,0.9,0.7,n,n,,,,0,0
11016,Pond,2015,859.02,6,0.35,4.5,78,2,1.4,2,n,n,,,,0,0
3188,Pond,2012,859.03,6,0.35,4.5,78,2,2.7,6.1,n,n,,,,0,0
7158,Pond,2013,859.03,6,0.35,4.5,78,2,3.3,6.4,y,n,3,,,0,0
9119,Pond,2014,859.03,6,0.35,4.5,78,2,3.3,6.2,y,n,5,,"minis: 1 S, 2 SW, 2 NE",0,0
11017,Pond,2015,859.03,6,0.35,4.5,78,2,2.5,5.2,y,n,,,,0,0
4094,Pond,2012,859.04,6,0.35,4.5,78,2,,,n,n,,,gone,0,0
7159,Pond,2013,859.04,6,0.35,4.5,78,2,0,0,n,n,,,gone,0,0
9120,Pond,2014,859.04,6,0.35,4.5,78,2,0,0,n,n,,,,0,0
3189,Pond,2012,859.05,6,0.35,4.5,78,2,1.5,1.5,n,n,,,"NE of .03",0,0
7160,Pond,2013,859.05,6,0.35,4.5,78,2,1.7,1.7,n,n,,,"11o'c from 03",0,0
9121,Pond,2014,859.05,6,0.35,4.5,78,2,2.1,1.7,n,n,,,,0,0
3190,Pond,2012,859.06,6,0.35,4.5,78,2,1,1.2,n,n,,,"n of .03",0,0
7161,Pond,2013,859.06,6,0.35,4.5,78,2,1.5,1.3,n,n,,,,0,0
9122,Pond,2014,859.06,6,0.35,4.5,78,2,1.5,1.5,n,n,,,,0,0
3191,Pond,2012,859.07,6,0.35,4.5,78,2,1,0.7,n,n,,,"W of .05",0,0
7162,Pond,2013,859.07,6,0.35,4.5,78,2,1.4,0.9,n,n,,,,0,0
9123,Pond,2014,859.07,6,0.35,4.5,78,2,1.3,1,n,n,,,,0,0
3192,Pond,2012,859.08,6,0.35,4.5,78,2,1,0.7,n,n,,,"W of .05",0,0
7163,Pond,2013,859.08,6,0.35,4.5,78,2,1.4,0.7,n,n,,,,0,0
9124,Pond,2014,859.08,6,0.35,4.5,78,2,1.3,0.9,n,n,,,,0,0
3193,Pond,2012,859.09,6,0.35,4.5,78,2,0.8,0.6,n,n,,,"E of .03",0,0
7164,Pond,2013,859.09,6,0.35,4.5,78,2,0.9,0.8,n,n,,,,0,0
9125,Pond,2014,859.09,6,0.35,4.5,78,2,0.7,0.9,n,n,,,,0,0
3184,Pond,2012,891,6,0.53,4.02,90,1.8,,,n,n,,,"dead?; dead",0,0
7153,Pond,2013,891,6,0.53,4.02,90,1.8,0,0,n,n,,,"1 old dead one, other dead also still growing on dead one",0,0
9114,Pond,2014,891,6,0.53,4.02,90,1.8,0,0,n,n,,,dead,0,0
11337,Pond,2015,891.01,6,0.53,4.02,,,1.3,1.7,n,n,1,,,0,0
3777,"Pond (old)",2011,235,695,,,85,0.51,2.5,4.5,n,n,,,"looks dead ?",0,0
4015,"Pond (old)",2012,235,695,,,85,0.51,,,n,n,,,dead,0,0
7169,"Pond (old)",2013,235,695,,,85,0.51,0,0,n,n,,,"still dead",0,0
9130,"Pond (old)",2014,235,695,,,85,0.51,0,0,n,n,,,dead,0,0
3395,"Pond (old)",2010,810.07,695,,,21,3.64,0.7,0.5,n,n,,,detached,0,0
3721,"Pond (old)",2011,810.07,695,,,21,3.64,0.4,0.4,n,n,,3615,detached,0,0
4017,"Pond (old)",2012,810.07,695,,,21,3.64,,,n,n,,,gone,0,0
7170,"Pond (old)",2013,810.07,695,,,21,3.64,1.6,3.5,y,n,,,9o'c,0,0
