ScGl_data_id,Site,Year,Tag,Transect,X-coord(m),Y-coord(m),Degrees,Direction,Height(cm),Width(cm),Fl,Br,Minis,PhotoNumber,Comments,X_coord_old,Y_coord_old
11181,"Escalante Canyon",2015,659.06,17.79,0.81,12.15,,,0.5,0.7,n,n,,,,0,0
11182,"Escalante Canyon",2015,659.07,17.79,0.81,12.15,,,1,0.5,n,n,,,,0,0
1455,"Escalante Canyon",2009,699,17.79,0.31,11.98,,,1,3.65,y,n,,1475,"new tag?",0,0
1458,"Escalante Canyon",2010,699,17.79,0.31,11.98,,,1.8,4.4,y,n,,2256,,0,0
1457,"Escalante Canyon",2011,699,17.79,0.31,11.98,,,1.8,3.8,y,n,,3557,,0,0
1456,"Escalante Canyon",2012,699,17.79,0.31,11.98,,,0.3,3.8,y,n,,,"sunk into ground",0,0
6451,"Escalante Canyon",2013,699,17.79,0.31,11.98,,,1.3,4.2,y,n,,,,0,0
8150,"Escalante Canyon",2014,699,17.79,0.31,11.98,,,2.3,5.3,y,n,,,,0,0
10129,"Escalante Canyon",2015,699,17.79,0.31,11.98,,,1.7,5.2,n,n,,,,0,0
7441,"Escalante Canyon",2013,1245,17.79,0.5,7.75,,,1,1.7,n,n,,,"3 o'c",0,0
8129,"Escalante Canyon",2014,1245,17.79,0.5,7.75,,,1.4,1.6,n,n,,,,0,0
10119,"Escalante Canyon",2015,1245,17.79,0.5,7.75,,,1.2,2,n,n,,,,0,0
7442,"Escalante Canyon",2013,1245.01,17.79,0.5,7.75,,,1.2,2.1,n,n,,,"4 o'c",0,0
8130,"Escalante Canyon",2014,1245.01,17.79,0.5,7.75,,,1.3,1.5,n,n,,,,0,0
10120,"Escalante Canyon",2015,1245.01,17.79,0.5,7.75,,,0.6,1.4,n,n,,,,0,0
7443,"Escalante Canyon",2013,1245.02,17.79,0.5,7.75,,,1.1,1.6,n,n,,,"6 o'c",0,0
8131,"Escalante Canyon",2014,1245.02,17.79,0.5,7.75,,,2,2.6,n,n,,,"under shrub",0,0
10121,"Escalante Canyon",2015,1245.02,17.79,0.5,7.75,,,0.7,3.3,n,n,,,,0,0
9449,"Escalante Canyon",2014,194,18.79,0.37,8.65,,,4,7.2,y,n,,,,0,0
10136,"Escalante Canyon",2015,194,18.79,0.37,8.65,,,0,0,n,n,,,"dead ",0,0
11184,"Escalante Canyon",2015,194.01,18.79,0,0,,,4.2,7,y,y,,"5425 - 27",,0,0
11185,"Escalante Canyon",2015,194.02,18.79,0,0,,,0.9,0.7,n,n,,,,0,0
9450,"Escalante Canyon",2014,197,18.79,0.1,9.22,,,0,0,n,n,,,gone,0,0
10137,"Escalante Canyon",2015,197,18.79,0.1,9.22,,,1.7,0.9,n,n,,,,0,0
7444,"Escalante Canyon",2013,1254,18.79,0.8,2.2,,,1,1.7,n,n,,,,0,0
8152,"Escalante Canyon",2014,1254,18.79,0.8,2.2,,,2.2,2.1,n,n,,,,0,0
10135,"Escalante Canyon",2015,1254,18.79,0.8,2.2,,,0.9,1.9,n,n,,,"debris flow, partially burying",0,0
519,"Escalante Canyon",2008,119,22.26,0.9,18.83,,,,,y,n,,,"2 flowers",0,0
516,"Escalante Canyon",2009,119,22.26,0.9,18.83,,,3.8,6,y,n,,1478,,0,0
517,"Escalante Canyon",2010,119,22.26,0.9,18.83,,,2.6,6.5,y,n,,,"Transect 23.26 from 22.26-23.26; numbered 697 at bottom of transect",0,0
518,"Escalante Canyon",2011,119,22.26,0.9,18.83,,,3.4,6.8,y,n,,3544,,0,0
515,"Escalante Canyon",2012,119,22.26,0.9,18.83,,,2,5.5,n,n,,4927,,0,0
6458,"Escalante Canyon",2013,119,22.26,0.9,18.83,,,4.1,6.1,y,n,,5904,,0,0
8155,"Escalante Canyon",2014,119,22.26,0.9,18.83,,,0,0,n,n,,5904,dead,0,0
10141,"Escalante Canyon",2015,119,22.26,0.9,18.83,,,0,0,n,n,,5419,dead,0,0
524,"Escalante Canyon",2008,188,22.26,0.85,8.1,,,,,y,n,,,,0,0
521,"Escalante Canyon",2009,188,22.26,0.85,8.1,,,2.4,2.8,n,n,,1479,,0,0
520,"Escalante Canyon",2010,188,22.26,0.85,8.1,,,0.6,2.8,n,n,,2258,,0,0
523,"Escalante Canyon",2011,188,22.26,0.85,8.1,,,1.8,3.5,n,n,,3543,,0,0
522,"Escalante Canyon",2012,188,22.26,0.85,8.1,,,0.7,3.1,y,n,,4925,,0,0
6457,"Escalante Canyon",2013,188,22.26,0.85,8.1,,,1.2,4,n,n,,5912,,0,0
8154,"Escalante Canyon",2014,188,22.26,0.85,8.1,,,2.3,5.3,y,n,,5912,"v. green",0,0
10140,"Escalante Canyon",2015,188,22.26,0.85,8.1,,,2.2,4.7,y,n,,5418,,0,0
1915,"Escalante Canyon",2010,313,22.26,0.88,6.38,,,0.7,2.3,n,n,,2252,"[no coordinates collected]",0,0
1916,"Escalante Canyon",2011,313,22.26,0.88,6.38,,,1.9,2.7,n,n,,3542,,0,0
1917,"Escalante Canyon",2012,313,22.26,0.88,6.38,,,0.7,3,y,n,,4926,,0,0
6456,"Escalante Canyon",2013,313,22.26,0.88,6.38,,,2.8,4.4,y,n,,5911,".51 from tag 23.3",0,0
8153,"Escalante Canyon",2014,313,22.26,0.88,6.38,,,3.7,5.2,y,n,,5911,,0,0
10138,"Escalante Canyon",2015,313,22.26,0.88,6.38,,,3.1,5.8,y,n,,"5413 - 14",,0,0
11186,"Escalante Canyon",2015,461,22.26,0.85,5.3,,,3.5,4.7,n,n,,,,0,0
7445,"Escalante Canyon",2013,653,22.26,0.88,6.38,,,0,0,n,n,,,"tag 653 is at .88, plant is gone but 2 babies are just outside 1 meter",0,0
10139,"Escalante Canyon",2015,653,22.26,0.88,6.38,,,0,0,n,n,,,dead,0,0
11187,"Escalante Canyon",2015,653.01,22.26,0.88,6.38,,,1.4,0.6,n,n,,,,0,0
11188,"Escalante Canyon",2015,653.02,22.26,0.88,6.38,,,3,2.3,n,n,,,,0,0
11189,"Escalante Canyon",2015,653.03,22.26,0.88,6.38,,,2,2.3,n,n,,,,0,0
11190,"Escalante Canyon",2015,653.04,22.26,0.88,6.38,,,2.2,1.3,n,n,,,,0,0
11191,"Escalante Canyon",2015,653.05,22.26,0.88,6.38,,,2.5,1.2,n,n,,,,0,0
526,"Escalante Canyon",2008,653,23.26,0.88,6.38,,,,,n,n,,,"a little brown & unhealthy",0,0
525,"Escalante Canyon",2009,653,23.26,0.88,6.38,,,3.4,5.6,n,n,,1480,,0,0
527,"Escalante Canyon",2010,653,23.26,0.88,6.38,,,,,n,n,,,"is downstream from transect tape; dead",0,0
528,"Escalante Canyon",2011,653,23.26,0.88,6.38,,,,,n,n,,,dead,0,0
10142,"Escalante Canyon",2015,653,23.26,0.88,6.38,,,0,0,n,n,,,dead,0,0
7446,"Escalante Canyon",2013,9999.004,23.26,,,,,0,0,n,n,,,"no plants",0,0
8156,"Escalante Canyon",2014,9999.004,23.26,,,,,0,0,n,n,,,"no tag, no plant",0,0
